"","project","module","LoC","BugFixes","BugDensity"
"39","https://github.com/angular/angular.js.git","(?-mix:^src\/ngSanitize\/filter\/linky\.js)",25,0,0
"40","https://github.com/angular/angular.js.git","(?-mix:^src\/ngSanitize\/directive\/ngBindHtml\.js)",10,1,0.1
"41","https://github.com/angular/angular.js.git","(?-mix:^i18n\/src\/util\.js)",7,0,0
"42","https://github.com/angular/angular.js.git","(?-mix:^src\/ngLocale\/.*)",620,2,0.0032258064516129
"43","https://github.com/matthieu-foucault/jquery.git","src/event.js",732,7,0.00956284153005465
"44","https://github.com/matthieu-foucault/jquery.git","src/manipulation.js",587,2,0.00340715502555366
"45","https://github.com/matthieu-foucault/jquery.git","src/core.js",568,7,0.0123239436619718
"46","https://github.com/matthieu-foucault/jquery.git","src/ajax.js",546,3,0.00549450549450549
"47","https://github.com/matthieu-foucault/jquery.git","src/effects.js",504,6,0.0119047619047619
"48","https://github.com/matthieu-foucault/jquery.git","src/attributes.js",474,2,0.00421940928270042
"49","https://github.com/matthieu-foucault/jquery.git","src/css.js",426,7,0.0164319248826291
"50","https://github.com/matthieu-foucault/jquery.git","src/traversing.js",233,0,0
"51","https://github.com/matthieu-foucault/jquery.git","src/data.js",214,2,0.00934579439252336
"52","https://github.com/matthieu-foucault/jquery.git","src/support.js",145,2,0.0137931034482759
"53","https://github.com/matthieu-foucault/jquery.git","src/ajax/xhr.js",135,0,0
"54","https://github.com/matthieu-foucault/jquery.git","src/callbacks.js",134,2,0.0149253731343284
"55","https://github.com/matthieu-foucault/jquery.git","src/offset.js",133,2,0.0150375939849624
"56","https://github.com/matthieu-foucault/jquery.git","src/queue.js",113,1,0.00884955752212389
"57","https://github.com/matthieu-foucault/jquery.git","src/deferred.js",103,1,0.00970873786407767
"58","https://github.com/matthieu-foucault/jquery.git","src/serialize.js",69,0,0
"59","https://github.com/matthieu-foucault/jquery.git","src/ajax/jsonp.js",57,0,0
"60","https://github.com/matthieu-foucault/jquery.git","src/ajax/script.js",57,0,0
"61","https://github.com/matthieu-foucault/jquery.git","src/deprecated.js",45,1,0.0222222222222222
"62","https://github.com/matthieu-foucault/jquery.git","src/dimensions.js",25,1,0.04
"63","https://github.com/matthieu-foucault/jquery.git","src/sizzle-jquery.js",8,0,0
"64","https://github.com/matthieu-foucault/jquery.git","src/exports.js",4,0,0
"65","https://github.com/matthieu-foucault/jquery.git","src/outro.js",1,0,0
"66","https://github.com/matthieu-foucault/jquery.git","src/intro.js",1,0,0
"67","https://github.com/rails/rails.git","(?-mix:^activerecord\/lib\/.*)",9924,133,0.0134018540910923
"68","https://github.com/rails/rails.git","(?-mix:^railties\/lib\/commands\/.*)",1043,2,0.00191754554170662
"69","https://github.com/rails/rails.git","(?-mix:^railties\/lib\/.*)",1192,5,0.00419463087248322
"70","https://github.com/rails/rails.git","(?-mix:^actionpack\/lib\/action_controller\/.*)",4057,52,0.0128173527236875
"71","https://github.com/rails/rails.git","(?-mix:^actionpack\/lib\/action_view\/helpers\/.*)",2895,54,0.0186528497409326
"72","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/.*)",2607,28,0.0107403145377829
"73","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/multibyte\/.*)",486,3,0.00617283950617284
"74","https://github.com/rails/rails.git","(?-mix:^railties\/lib\/rails_generator\/.*)",1951,6,0.00307534597642235
"75","https://github.com/rails/rails.git","(?-mix:^activeresource\/lib\/active_resource\/.*)",800,11,0.01375
"76","https://github.com/rails/rails.git","(?-mix:^actionpack\/lib\/action_controller\/routing\/.*)",1143,3,0.0026246719160105
"77","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/values\/.*)",304,3,0.00986842105263158
"78","https://github.com/rails/rails.git","(?-mix:^actionpack\/lib\/action_controller\/assertions\/.*)",487,4,0.0082135523613963
"79","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/cache\/.*)",333,5,0.015015015015015
"80","https://github.com/rails/rails.git","(?-mix:^railties\/environments\/.*)",104,2,0.0192307692307692
"81","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/array\/.*)",210,3,0.0142857142857143
"82","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/xml_mini.*)",215,2,0.00930232558139535
"83","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/date_time\/.*)",128,0,0
"84","https://github.com/rails/rails.git","(?-mix:^actionpack\/.*)",144,4,0.0277777777777778
"85","https://github.com/rails/rails.git","(?-mix:^activemodel\/lib\/active_model\/.*)",308,0,0
"86","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/json\/.*)",107,6,0.0560747663551402
"87","https://github.com/rails/rails.git","(?-mix:^activemodel\/lib\/active_model\/state_machine\/.*)",194,0,0
"88","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/object\/.*)",120,0,0
"89","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/string\/.*)",240,3,0.0125
"90","https://github.com/rails/rails.git","(?-mix:^activemodel\/lib\/active_model\/validations\/.*)",250,0,0
"91","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/module\/.*)",229,3,0.0131004366812227
"92","https://github.com/rails/rails.git","(?-mix:^railties\/lib\/commands\/performance\/.*)",63,1,0.0158730158730159
"93","https://github.com/rails/rails.git","(?-mix:^railties\/lib\/rails\/rack\/.*)",129,2,0.0155038759689922
"94","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/numeric\/.*)",91,1,0.010989010989011
"95","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/json\/encoders\/.*)",115,3,0.0260869565217391
"96","https://github.com/rails/rails.git","(?-mix:^activesupport\/.*)",57,0,0
"97","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/kernel\/.*)",74,2,0.027027027027027
"98","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/range\/.*)",81,0,0
"99","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/bigdecimal\/.*)",28,0,0
"100","https://github.com/rails/rails.git","(?-mix:^activeresource\/lib\/active_resource\/formats\/.*)",46,1,0.0217391304347826
"101","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/file\/.*)",25,0,0
"102","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/float\/.*)",41,0,0
"103","https://github.com/rails/rails.git","(?-mix:^activerecord\/.*)",23,0,0
"104","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/cgi\/.*)",23,0,0
"105","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/process\/.*)",20,0,0
"106","https://github.com/rails/rails.git","(?-mix:^activeresource\/lib\/.*)",20,0,0
"107","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/integer\/.*)",45,0,0
"108","https://github.com/rails/rails.git","(?-mix:^actionpack\/lib\/action_view\/erb\/.*)",16,0,0
"109","https://github.com/rails/rails.git","(?-mix:^actionpack\/lib\/action_view\/template_handlers\/.*)",40,5,0.125
"110","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/pathname\/.*)",13,0,0
"111","https://github.com/rails/rails.git","(?-mix:^activesupport\/lib\/active_support\/core_ext\/base64\/.*)",11,0,0
"112","https://github.com/rails/rails.git","(?-mix:^railties\/configs\/.*)",14,1,0.0714285714285714
"113","https://github.com/rails/rails.git","(?-mix:^railties\/dispatches\/.*)",5,0,0
"114","https://github.com/rails/rails.git","(?-mix:^railties\/helpers\/.*)",6,0,0
"115","https://github.com/rails/rails.git","(?-mix:^railties\/lib\/tasks\/.*)",4,0,0
"116","https://github.com/rails/rails.git","(?-mix:^activemodel\/lib\/.*)",2,0,0
"117","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/model\/.*)",3329,6,0.00180234304595975
"118","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/.*)",8820,10,0.00113378684807256
"119","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/model\/.*)",19479,23,0.0011807587658504
"120","https://github.com/jenkinsci/jenkins.git","(?-mix:^maven-plugin\/src\/main\/java\/hudson\/maven\/.*)",6426,4,0.000622471210706505
"121","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/.*)",8405,2,0.000237953599048186
"122","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/matrix\/.*)",2153,3,0.0013934045517882
"123","https://github.com/jenkinsci/jenkins.git","(?-mix:^cli\/src\/main\/java\/hudson\/cli\/.*)",898,1,0.00111358574610245
"124","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/tools\/.*)",1188,2,0.00168350168350168
"125","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/slaves\/.*)",2240,4,0.00178571428571429
"126","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/security\/.*)",2841,1,0.000351988736360436
"127","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/tasks\/.*)",1985,3,0.00151133501259446
"128","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/spring\/.*)",900,0,0
"129","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/model\/lazy\/.*)",871,2,0.00229621125143513
"130","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/tasks\/junit\/.*)",2009,2,0.000995520159283225
"131","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/os\/windows\/.*)",597,0,0
"132","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/triggers\/.*)",619,0,0
"133","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/util\/xstream\/.*)",337,0,0
"134","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/os\/solaris\/.*)",351,0,0
"135","https://github.com/jenkinsci/jenkins.git","(?-mix:^maven-plugin\/src\/main\/java\/hudson\/maven\/util\/.*)",259,0,0
"136","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/search\/.*)",676,0,0
"137","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/scheduler\/.*)",386,0,0
"138","https://github.com/jenkinsci/jenkins.git","(?-mix:^maven-plugin\/src\/main\/java\/hudson\/maven\/reporters\/.*)",1752,4,0.00228310502283105
"139","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/cli\/.*)",1690,1,0.000591715976331361
"140","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/model\/queue\/.*)",1070,0,0
"141","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/diagnosis\/.*)",465,0,0
"142","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/model\/labels\/.*)",396,0,0
"143","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/jna\/.*)",623,2,0.00321027287319422
"144","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/org\/apache\/tools\/tar\/.*)",351,0,0
"145","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/lifecycle\/.*)",418,0,0
"146","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/markup\/.*)",374,1,0.00267379679144385
"147","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/scm\/.*)",651,0,0
"148","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/logging\/.*)",352,2,0.00568181818181818
"149","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/cli\/declarative\/.*)",292,0,0
"150","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/init\/.*)",335,1,0.00298507462686567
"151","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/console\/.*)",812,0,0
"152","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/security\/csrf\/.*)",388,0,0
"153","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/security\/.*)",578,0,0
"154","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/node_monitors\/.*)",695,0,0
"155","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/util\/.*)",561,0,0
"156","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/model\/listeners\/.*)",226,0,0
"157","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/slaves\/.*)",248,0,0
"158","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/ssh\/.*)",94,0,0
"159","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/os\/.*)",170,1,0.00588235294117647
"160","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/io\/.*)",291,0,0
"161","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/fsp\/.*)",89,0,0
"162","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/jelly\/.*)",82,0,0
"163","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/util\/xstream\/.*)",239,0,0
"164","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/.*)",423,0,0
"165","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/views\/.*)",356,0,0
"166","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/mvn\/.*)",245,0,0
"167","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/tasks\/_maven\/.*)",130,0,0
"168","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/cli\/handlers\/.*)",75,0,0
"169","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/util\/io\/.*)",39,0,0
"170","https://github.com/jenkinsci/jenkins.git","(?-mix:^maven-plugin\/src\/main\/java\/hudson\/maven\/local_repo\/.*)",91,0,0
"171","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/cli\/util\/.*)",33,0,0
"172","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/scm\/.*)",81,0,0
"173","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/jenkins\/management\/.*)",219,1,0.0045662100456621
"174","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/matrix\/listeners\/.*)",25,0,0
"175","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/org\/acegisecurity\/providers\/ldap\/authenticator\/.*)",24,0,0
"176","https://github.com/jenkinsci/jenkins.git","(?-mix:^core\/src\/main\/java\/hudson\/security\/captcha\/.*)",22,0,0
"177","https://github.com/ansible/ansible.git","(?-mix:^library\/system\/.*)",6968,4,0.000574052812858783
"178","https://github.com/ansible/ansible.git","(?-mix:^lib\/ansible\/[^\/]*)",9705,26,0.00267903142709943
"179","https://github.com/ansible/ansible.git","(?-mix:^library\/cloud\/.*)",13216,7,0.000529661016949153
"180","https://github.com/ansible/ansible.git","(?-mix:^library\/packaging\/.*)",4773,9,0.00188560653676933
"181","https://github.com/ansible/ansible.git","(?-mix:^library\/net_infrastructure\/.*)",2937,1,0.000340483486550902
"182","https://github.com/ansible/ansible.git","(?-mix:^library\/source_control\/.*)",1031,3,0.002909796314258
"183","https://github.com/ansible/ansible.git","(?-mix:^plugins\/inventory\/.*\.py)",2133,0,0
"184","https://github.com/ansible/ansible.git","(?-mix:^library\/monitoring\/.*)",1256,2,0.00159235668789809
"185","https://github.com/ansible/ansible.git","(?-mix:^library\/database\/.*)",2447,4,0.00163465467919902
"186","https://github.com/ansible/ansible.git","(?-mix:^library\/utilities\/.*)",844,1,0.00118483412322275
"187","https://github.com/ansible/ansible.git","(?-mix:^library\/network\/.*)",630,0,0
"188","https://github.com/ansible/ansible.git","(?-mix:^library\/files\/.*)",1790,2,0.00111731843575419
"189","https://github.com/ansible/ansible.git","(?-mix:^library\/messaging\/.*)",629,0,0
"190","https://github.com/ansible/ansible.git","(?-mix:^library\/web_infrastructure\/.*)",662,1,0.00151057401812689
"191","https://github.com/ansible/ansible.git","(?-mix:^library\/commands\/.*)",157,1,0.00636942675159236
"192","https://github.com/ansible/ansible.git","(?-mix:^library\/notification\/.*)",991,1,0.00100908173562059
"193","https://github.com/ansible/ansible.git","(?-mix:^library\/internal\/.*)",189,0,0
"194","https://github.com/ansible/ansible.git","(?-mix:^plugins\/callbacks\/.*\.py)",195,0,0
"195","https://github.com/ansible/ansible.git","plugins/inventory/gce.ini",6,0,0
